,MA1_9,MA2_9,MA3_9,MA1_12,MA2_12,MA3_12,MOM(1),MOM(2),MOM(3),MOM(6),MOM(9),MOM(12)
6868,0,0,0,0,0,0,1,1,1,1,1,1
6869,0,0,0,0,0,0,1,1,1,1,1,1
6870,0,0,0,0,0,0,1,1,1,1,1,1
6871,0,0,0,0,0,0,1,1,1,1,1,1
6872,0,0,0,0,0,0,0,1,1,1,1,1
6873,0,0,0,0,0,0,1,0,1,1,1,1
6874,1,0,0,0,0,0,0,0,0,1,1,1
6875,1,1,1,1,1,0,0,0,0,0,1,0
6876,1,1,1,1,1,1,0,0,0,0,0,1
6877,1,1,1,1,1,1,1,1,0,0,0,1
6878,1,1,1,1,1,1,1,1,1,0,0,1
6879,1,1,1,1,1,1,1,1,1,0,0,1
6880,1,1,1,1,1,1,0,0,1,0,0,0
6881,1,1,1,1,1,1,0,0,0,0,0,0
6882,1,1,1,1,1,1,0,0,0,0,0,0
6883,1,1,1,1,1,1,0,0,0,0,0,0
6884,1,1,1,1,1,1,0,0,0,0,0,0
6885,1,1,1,1,1,1,1,0,0,0,0,0
6886,1,1,1,1,1,1,1,1,0,0,0,0
6887,1,1,1,1,1,1,1,1,1,0,0,0
6888,0,1,1,1,1,1,1,1,1,1,0,0
6889,0,0,0,0,1,1,1,1,1,1,0,0
6890,0,0,0,0,0,0,1,1,1,1,1,0
6891,0,0,0,0,0,0,0,1,1,1,1,0
6892,0,0,0,0,0,0,1,1,1,1,1,1
6893,0,0,0,0,0,0,0,1,0,1,1,1
6894,1,0,0,0,0,0,0,0,0,1,1,1
6895,0,0,0,0,0,0,1,1,0,1,1,1
6896,0,0,0,0,0,0,1,1,1,1,1,1
6897,0,0,0,0,0,0,1,1,1,1,1,1
6898,0,0,0,0,0,0,0,1,1,1,1,1
6899,0,0,0,0,0,0,1,1,1,1,1,1
6900,0,0,0,0,0,0,0,1,1,1,1,1
6901,0,0,0,0,0,0,0,0,1,1,1,1
6902,1,0,0,0,0,0,0,0,0,0,1,1
6903,1,1,1,1,1,0,0,0,0,0,1,1
6904,1,1,1,1,1,1,0,0,0,0,1,0
6905,1,1,1,0,1,1,1,1,1,0,0,1
6906,0,0,1,0,0,1,1,1,1,0,0,1
6907,0,0,0,0,0,0,1,1,1,1,1,1
6908,0,0,0,0,0,0,0,0,1,1,0,1
6909,1,1,0,1,1,0,0,0,0,1,0,0
6910,1,1,1,1,1,1,1,0,0,1,0,0
6911,1,1,1,1,1,1,0,0,0,0,0,0
6912,1,1,1,1,1,1,1,1,1,0,1,0
6913,1,1,1,1,1,1,0,0,0,0,0,0
6914,1,1,1,1,1,1,1,0,0,0,0,0
6915,1,1,1,1,1,1,0,0,0,0,0,0
6916,1,1,1,1,1,1,1,0,1,0,0,0
6917,1,1,1,1,1,1,0,1,0,0,0,0
6918,0,1,1,1,1,1,1,1,1,0,0,0
6919,0,0,0,0,0,0,1,1,1,1,1,0
6920,0,0,0,0,0,0,1,1,1,1,1,1
6921,0,0,0,0,0,0,0,1,1,1,1,1
6922,0,0,0,0,0,0,0,0,1,1,1,1
6923,0,0,0,0,0,0,1,1,0,1,1,1
6924,0,0,0,0,0,0,1,1,1,1,1,1
6925,0,0,0,0,0,0,1,1,1,1,1,1
6926,0,0,0,0,0,0,1,1,1,1,1,1
6927,0,0,0,0,0,0,1,1,1,1,1,1
6928,0,0,0,0,0,0,0,1,1,1,1,1
6929,1,1,0,1,0,0,0,0,0,0,0,1
6930,1,1,1,1,1,1,0,0,0,0,0,1
6931,1,1,1,1,1,1,1,1,0,0,0,1
6932,1,1,1,1,1,1,1,1,1,0,0,0
6933,1,1,1,1,1,1,1,1,1,0,0,0
6934,0,0,1,0,1,1,1,1,1,0,0,1
6935,0,0,0,1,0,1,0,1,1,1,0,1
6936,0,0,0,0,0,0,1,1,1,1,0,1
6937,0,0,0,0,0,0,1,1,1,1,1,1
6938,0,0,0,0,0,0,1,1,1,1,1,1
6939,0,0,0,0,0,0,1,1,1,1,1,1
6940,0,0,0,0,0,0,0,1,1,1,1,1
6941,0,0,0,0,0,0,1,1,1,1,1,1
6942,0,0,0,0,0,0,1,1,1,1,1,1
6943,0,0,0,0,0,0,0,1,1,1,1,1
6944,0,0,0,0,0,0,1,0,1,1,1,1
6945,0,0,0,0,0,0,1,1,0,1,1,1
6946,0,0,0,0,0,0,0,1,1,1,1,1
6947,0,0,0,0,0,0,1,1,1,1,1,1
6948,0,0,0,0,0,0,1,1,1,1,1,1
6949,0,0,0,0,0,0,1,1,1,1,1,1
6950,0,0,0,0,0,0,0,0,1,1,1,1
6951,0,0,0,0,0,0,1,0,0,1,1,1
6952,1,1,1,1,0,0,0,0,0,0,1,1
6953,1,1,1,1,1,1,1,0,0,0,0,1
6954,1,1,1,1,1,1,0,0,0,0,0,0
6955,1,1,1,1,1,1,0,0,0,0,0,0
6956,1,1,1,1,1,1,0,0,0,0,0,0
6957,1,1,1,1,1,1,1,1,1,0,0,0
6958,0,0,1,0,0,1,1,1,1,1,0,1
6959,0,0,0,0,0,0,0,1,1,1,1,1
6960,0,0,0,0,0,0,0,0,1,1,0,0
6961,1,0,0,1,0,0,0,0,0,1,0,0
6962,1,1,0,1,1,1,0,0,0,1,0,0
6963,1,1,1,1,1,1,0,0,0,0,0,0
6964,0,1,1,0,1,1,1,1,1,0,1,1
6965,0,0,1,0,0,1,1,1,1,0,1,1
6966,0,0,0,0,0,0,1,1,1,1,1,1
6967,0,0,0,0,0,0,1,1,1,1,0,1
6968,0,0,0,0,0,0,1,1,1,1,1,1
6969,0,0,0,0,0,0,1,1,1,1,1,1
6970,0,0,0,0,0,0,0,0,1,1,1,0
6971,1,1,0,1,1,0,0,0,0,0,1,0
6972,1,1,1,1,1,1,0,0,0,0,1,0
6973,1,1,1,1,1,1,1,1,0,0,0,0
6974,0,1,1,0,1,1,1,1,1,0,1,1
6975,1,0,1,1,1,1,0,1,1,0,0,1
6976,0,0,0,0,0,0,1,1,1,1,1,1
6977,0,0,0,0,0,0,1,1,1,1,1,1
6978,0,0,0,0,0,0,0,0,1,1,1,1
6979,0,0,0,0,0,0,0,0,0,1,1,1
6980,0,0,0,0,0,0,1,1,0,1,1,1
6981,1,0,0,0,0,0,0,0,0,1,1,0
6982,0,1,0,0,0,0,1,0,1,0,1,1
6983,0,0,0,0,0,0,1,1,1,1,1,1
6984,0,0,0,0,0,0,0,1,1,1,1,1
6985,1,1,0,1,0,0,0,0,0,0,0,1
6986,1,1,1,1,1,1,1,0,0,0,0,1
6987,0,1,1,0,1,1,1,1,0,1,1,1
6988,1,1,1,1,1,1,0,1,1,0,1,0
6989,1,1,1,1,1,1,0,0,0,0,0,0
6990,1,1,1,1,1,1,0,0,0,0,0,0
6991,0,1,1,0,1,1,1,1,0,1,0,1
6992,1,1,1,1,1,1,0,1,0,0,0,0
6993,1,1,1,1,1,1,0,0,0,0,0,0
6994,1,1,1,1,1,1,0,0,0,0,0,0
6995,1,1,1,1,1,1,0,0,0,0,0,0
6996,1,1,1,1,1,1,0,0,0,0,0,0
6997,1,1,1,1,1,1,1,0,0,0,0,0
6998,1,1,1,1,1,1,0,1,0,0,0,0
6999,1,1,1,1,1,1,0,0,0,0,0,0
7000,1,1,1,1,1,1,0,0,0,0,0,0
7001,0,1,1,0,1,1,1,1,1,1,0,0
7002,0,0,0,1,1,1,0,1,1,1,0,0
7003,0,0,0,0,0,0,1,0,1,1,1,0
7004,0,0,0,1,0,0,0,0,0,1,0,0
7005,0,0,0,0,0,0,1,0,1,1,1,0
7006,1,1,1,1,1,1,0,0,0,0,0,0
7007,0,1,1,0,1,1,1,0,1,0,1,0
7008,1,1,1,1,1,1,0,1,0,0,0,0
7009,1,1,1,1,1,1,1,0,1,0,1,0
7010,1,1,1,1,1,1,0,0,0,0,0,0
7011,1,1,1,1,1,1,1,0,1,0,0,0
7012,1,1,1,1,1,1,0,0,0,0,0,0
7013,1,1,1,1,1,1,1,0,0,0,0,0
7014,1,1,1,1,1,1,0,0,0,0,0,0
7015,1,1,1,1,1,1,0,0,0,0,0,0
7016,1,1,1,1,1,1,0,0,0,0,0,0
7017,1,1,1,1,1,1,0,0,0,0,0,0
7018,1,1,1,1,1,1,1,1,0,0,0,0
7019,1,1,1,1,1,1,1,1,1,0,0,0
7020,1,0,1,1,1,1,0,1,1,0,0,0
7021,1,1,1,1,1,1,0,0,0,0,0,0
7022,1,1,1,1,1,1,0,0,0,0,0,0
7023,1,1,1,1,1,1,0,0,0,0,0,0
7024,1,1,1,1,1,1,1,0,0,0,0,0
7025,1,1,1,1,1,1,0,0,0,0,0,0
7026,1,1,1,1,1,1,1,1,1,0,0,0
7027,1,1,1,1,1,1,0,1,0,0,0,0
7028,1,1,1,1,1,1,1,0,1,0,0,0
7029,0,1,1,1,1,1,1,1,1,1,0,0
7030,1,1,1,1,1,1,0,0,0,0,0,0
7031,1,1,1,1,1,1,1,0,0,1,0,0
7032,1,1,1,1,1,1,0,1,0,0,0,0
7033,1,1,1,1,1,1,1,0,1,0,0,0
7034,1,1,1,1,1,1,0,0,0,0,0,0
7035,1,1,1,1,1,1,1,0,0,0,0,0
7036,1,1,1,1,1,1,0,1,0,1,0,0
7037,0,0,0,0,0,1,1,1,1,1,1,1
7038,0,0,0,0,0,0,0,1,1,1,0,0
7039,1,0,0,1,0,0,0,0,1,1,1,0
7040,1,1,0,1,1,0,0,0,0,1,0,0
7041,1,1,1,1,1,1,0,0,0,0,0,0
7042,1,1,1,1,1,1,1,0,0,0,0,0
7043,0,1,1,0,1,1,1,1,1,0,1,0
7044,0,0,0,0,0,0,1,1,1,1,1,1
7045,0,0,0,0,0,0,1,1,1,1,1,1
7046,0,0,0,0,0,0,1,1,1,1,1,1
7047,0,0,0,0,0,0,1,1,1,1,1,1
7048,0,0,0,0,0,0,0,0,1,1,1,1
7049,0,0,0,0,0,0,1,1,1,1,1,1
7050,0,0,0,0,0,0,0,1,0,1,1,1
7051,0,0,0,0,0,0,0,0,1,1,1,1
7052,1,1,1,0,0,0,0,0,0,0,1,1
7053,1,1,1,0,0,0,1,0,0,0,1,1
7054,1,1,1,0,0,0,0,1,0,0,1,1
7055,0,0,1,0,0,0,1,1,1,0,1,1
7056,0,0,0,0,0,0,1,1,1,1,1,1
7057,0,0,0,0,0,0,1,1,1,1,1,1
7058,0,0,0,0,0,0,0,1,1,1,1,1
7059,0,0,0,0,0,0,1,0,1,1,1,1
7060,0,0,0,0,0,0,1,1,1,1,1,1
7061,0,0,0,0,0,0,1,1,1,1,1,1
7062,0,0,0,0,0,0,0,0,1,1,1,1
7063,1,1,0,1,0,0,0,0,0,0,1,1
7064,1,1,1,1,1,1,0,0,0,0,0,0
7065,1,1,1,1,1,1,0,0,0,0,0,0
7066,1,1,1,1,1,1,0,0,0,0,0,0
7067,1,1,1,1,1,1,1,0,0,0,0,0
7068,1,1,1,1,1,1,0,0,0,0,0,0
7069,1,1,1,1,1,1,0,0,0,0,0,0
7070,1,1,1,1,1,1,1,1,0,0,0,0
7071,1,1,1,1,1,1,0,1,0,0,0,0
7072,1,1,1,1,1,1,1,0,1,0,0,0
7073,0,0,1,0,1,1,1,1,1,1,0,0
7074,0,0,0,0,0,1,0,1,1,1,0,0
7075,0,0,0,0,0,0,1,1,1,1,1,0
7076,0,0,0,0,0,0,1,1,1,1,1,0
7077,0,0,0,0,0,0,1,1,1,1,1,1
7078,0,0,0,0,0,0,1,1,1,1,1,1
7079,0,0,0,0,0,0,0,1,1,1,1,1
7080,0,0,0,0,0,0,0,0,0,1,1,1
7081,0,0,0,0,0,0,1,1,1,1,1,1
7082,0,0,0,0,0,0,0,1,1,1,1,1
7083,0,0,0,0,0,0,1,1,1,1,1,1
7084,0,0,0,0,0,0,0,1,1,1,1,1
7085,1,1,0,0,0,0,0,0,0,0,1,1
7086,0,1,1,0,0,0,1,0,0,1,1,1
7087,0,0,1,0,0,0,1,1,0,0,1,1
7088,0,0,0,0,0,0,1,1,1,1,1,1
7089,0,0,0,0,0,0,1,1,1,1,1,1
7090,0,0,0,0,0,0,1,1,1,1,1,1
7091,0,0,0,0,0,0,0,0,1,1,1,1
7092,0,0,0,0,0,0,1,1,1,1,1,1
7093,0,0,0,0,0,0,0,1,1,1,1,1
7094,0,0,0,0,0,0,1,0,1,1,1,1
7095,0,0,0,0,0,0,1,1,1,1,1,1
7096,0,0,0,0,0,0,1,1,1,1,1,1
7097,0,0,0,0,0,0,0,1,1,1,1,1
7098,0,0,0,0,0,0,0,0,0,1,1,1
7099,0,0,0,0,0,0,1,0,0,1,1,1
7100,0,0,0,0,0,0,0,0,0,1,1,1
7101,0,0,0,0,0,0,1,0,1,1,1,1
7102,0,0,0,0,0,0,0,1,0,0,1,1
7103,0,1,1,0,0,0,1,0,1,0,1,1
7104,0,0,0,0,0,0,1,1,1,1,1,1
7105,0,0,0,0,0,0,0,1,1,1,1,1
7106,1,1,0,1,1,0,0,0,0,0,0,1
7107,1,1,1,1,1,1,1,0,0,0,0,0
7108,1,1,1,1,1,1,1,1,0,1,0,0
7109,1,1,1,1,1,1,0,0,0,0,0,0
7110,1,1,1,1,1,1,0,0,0,0,0,0
7111,1,1,1,1,1,1,0,0,0,0,0,0
7112,1,1,1,1,1,1,1,0,0,0,0,0
7113,1,1,1,1,1,1,1,1,0,0,0,0
7114,1,1,1,1,1,1,0,0,1,0,0,0
7115,1,1,1,1,1,1,1,1,1,0,0,0
7116,0,0,1,0,1,1,1,1,1,1,0,0
7117,0,0,0,1,1,1,0,0,1,1,0,0
7118,0,0,0,1,1,0,1,0,0,1,0,0
7119,0,0,0,0,0,1,1,1,0,1,0,0
7120,0,0,0,1,0,0,0,0,0,1,1,0
7121,0,0,0,0,0,0,1,1,1,1,1,0
7122,0,0,0,0,0,0,1,1,1,1,1,1
7123,0,0,0,0,0,0,1,1,1,1,1,1
7124,0,0,0,0,0,0,0,1,1,1,1,1
7125,1,0,0,1,0,0,0,0,0,0,0,1
7126,1,1,1,1,1,1,0,0,0,0,0,1
7127,1,1,1,1,1,1,1,1,0,0,1,1
7128,0,0,1,0,0,1,1,1,1,0,1,1
7129,1,0,1,1,0,0,0,1,1,0,1,1
7130,0,0,0,0,0,0,1,1,1,1,1,1
7131,0,0,0,0,0,0,1,1,1,1,1,1
7132,0,0,0,0,0,0,0,1,1,1,1,1
7133,0,0,0,0,0,0,1,1,1,1,1,1
7134,0,0,0,0,0,0,1,1,1,1,1,1
7135,0,0,0,0,0,0,0,1,1,1,1,1
7136,0,0,0,0,0,0,1,0,1,1,1,1
7137,0,0,0,0,0,0,1,1,1,1,1,1
7138,0,0,0,0,0,0,1,1,1,1,1,1
7139,1,1,1,1,1,0,0,0,0,0,0,1
7140,1,1,1,1,1,1,0,0,0,0,0,1
7141,1,1,1,1,1,1,1,1,0,0,0,1
7142,1,1,1,1,1,1,0,0,0,0,0,0
7143,1,1,1,1,1,1,1,0,0,0,0,0
7144,1,1,1,1,1,1,1,1,0,0,0,0
7145,1,1,1,1,1,1,0,0,0,0,0,0
7146,1,1,1,1,1,1,0,0,0,0,0,0
7147,1,1,1,1,1,1,1,1,0,0,0,0
7148,1,1,1,1,1,1,0,1,0,0,0,0
7149,1,1,1,1,1,1,1,0,1,0,0,0
7150,0,1,1,0,1,1,1,1,1,0,0,0
7151,0,0,0,1,0,1,0,1,1,1,0,0
7152,0,0,0,1,1,0,0,0,1,1,0,0
7153,0,0,0,0,0,0,1,1,0,1,0,0
7154,0,0,0,0,0,0,1,1,1,1,1,1
7155,0,0,0,0,0,0,1,1,1,1,1,1
7156,0,0,0,0,0,0,0,0,1,1,1,1
7157,0,0,0,0,0,0,1,0,1,1,1,1
7158,0,0,0,0,0,0,1,1,1,1,1,1
7159,0,0,0,0,0,0,0,1,1,1,1,1
7160,0,0,0,0,0,0,1,1,1,1,1,1
7161,0,0,0,0,0,0,0,1,1,1,1,1
7162,0,0,0,0,0,0,1,1,1,1,1,1
7163,0,0,0,0,0,0,0,1,1,1,1,1
7164,1,0,0,0,0,0,0,0,0,1,1,1
7165,0,0,0,0,0,0,1,0,0,1,1,1
7166,1,1,1,1,0,0,0,1,0,0,1,1
7167,1,1,1,1,1,0,0,0,0,0,1,1
7168,1,1,1,1,1,1,1,0,0,0,1,1
7169,1,1,1,1,1,1,0,1,0,0,0,1
7170,1,1,1,1,1,1,0,0,1,0,0,1
7171,1,1,1,1,1,1,1,1,0,0,0,1
7172,0,0,0,0,0,0,1,1,1,1,1,1
7173,0,0,0,0,0,0,0,1,1,1,1,1
7174,0,0,0,0,0,0,1,0,1,1,1,1
7175,0,0,0,0,0,0,1,1,1,1,1,1
7176,0,0,0,0,0,0,1,1,1,1,1,1
7177,0,0,0,0,0,0,1,1,1,1,1,1
7178,0,0,0,0,0,0,0,0,0,1,1,1
7179,0,0,0,0,0,0,0,0,0,1,1,1
7180,0,0,0,0,0,0,1,1,0,1,1,1
7181,0,0,0,0,0,0,1,1,1,1,1,1
7182,1,0,0,0,0,0,0,0,1,0,1,1
7183,1,1,1,0,0,0,0,0,0,0,1,1
7184,1,1,1,0,0,0,1,1,0,1,0,1
7185,1,1,1,1,1,1,0,0,0,0,0,1
7186,1,1,1,1,1,1,0,0,0,0,0,1
7187,1,1,1,1,1,1,0,0,0,0,0,0
7188,1,1,1,1,1,1,0,0,0,0,0,0
7189,1,1,1,1,1,1,0,0,0,0,0,0
7190,1,1,1,1,1,1,0,0,0,0,0,0
7191,1,1,1,1,1,1,0,0,0,0,0,0
7192,1,1,1,1,1,1,0,0,0,0,0,0
7193,1,1,1,1,1,1,0,0,0,0,0,0
7194,1,1,1,1,1,1,1,0,0,0,0,0
7195,1,1,1,1,1,1,0,0,0,0,0,0
7196,1,1,1,1,1,1,1,0,0,0,0,0
7197,1,1,1,1,1,1,0,0,0,0,0,0
7198,1,1,1,1,1,1,1,1,1,0,0,0
7199,0,0,1,0,1,1,1,1,1,1,0,0
7200,0,0,0,0,0,0,0,1,1,1,0,0
7201,0,0,0,0,0,0,1,1,1,1,1,1
7202,0,0,0,0,0,0,0,1,1,1,1,0
7203,0,0,0,0,0,0,0,0,0,1,1,0
7204,1,0,0,1,0,0,0,0,0,1,1,0
7205,0,0,0,0,0,0,1,1,1,1,1,1
7206,0,0,0,0,0,0,1,1,1,1,1,1
7207,0,0,0,0,0,0,0,0,1,0,1,1
7208,1,0,0,0,0,0,0,0,0,0,1,1
7209,1,1,1,1,1,1,0,0,0,0,0,0
7210,1,1,1,1,1,1,0,0,0,0,0,0
7211,1,1,1,1,1,1,1,1,0,0,0,0
7212,1,1,1,1,1,1,0,0,0,0,0,0
7213,1,1,1,1,1,1,0,0,0,0,0,0
7214,1,1,1,1,1,1,1,1,0,0,0,0
7215,1,1,1,1,1,1,1,1,1,0,0,0
7216,1,1,1,1,1,1,1,1,1,1,0,0
7217,1,0,0,1,1,1,0,0,1,0,0,0
7218,1,1,0,1,1,1,1,0,0,1,0,0
7219,1,1,1,1,1,1,0,0,0,0,0,0
7220,0,1,1,1,1,1,1,0,0,0,0,0
7221,1,1,1,1,1,1,0,1,0,0,0,0
7222,1,1,1,1,1,1,0,0,0,0,0,0
7223,1,1,1,1,1,1,1,0,0,0,0,0
7224,1,1,1,1,1,1,0,0,0,0,0,0
7225,1,1,1,1,1,1,0,0,0,0,0,0
7226,1,1,1,1,1,1,1,1,0,0,0,0
7227,0,0,1,1,1,1,1,1,1,0,0,0
7228,0,0,0,0,0,1,1,1,1,1,1,0
7229,0,0,0,0,0,0,1,1,1,1,0,0
7230,0,0,0,0,0,0,1,1,1,1,1,1
7231,1,0,0,1,1,0,0,0,0,0,0,0
7232,0,1,0,0,1,0,1,0,0,1,0,0
7233,1,1,1,1,1,1,0,1,0,0,1,0
7234,1,1,1,1,1,1,0,0,1,0,0,0
7235,1,1,1,1,1,1,0,0,0,0,0,0
7236,1,1,1,1,1,1,1,0,0,0,0,0
7237,1,1,1,1,1,1,0,0,0,0,0,0
7238,1,1,1,1,1,1,1,1,1,0,0,0
7239,1,1,1,1,1,1,0,1,0,0,0,0
7240,1,1,1,1,1,1,1,0,1,0,0,0
7241,0,0,0,0,0,1,1,1,1,1,0,0
7242,0,0,0,0,0,0,0,1,1,1,0,0
7243,0,0,0,1,0,0,0,0,1,1,0,1
7244,1,1,0,1,1,0,0,0,0,0,0,0
7245,1,1,1,1,1,1,0,0,0,0,0,0
7246,1,1,1,1,1,1,1,0,0,0,0,0
7247,0,1,1,0,1,1,1,1,1,0,1,1
7248,0,0,1,0,0,0,0,1,1,0,1,1
7249,0,0,0,0,0,0,1,1,1,1,1,1
7250,0,0,0,0,0,0,0,1,1,1,0,1
7251,1,1,0,1,1,0,0,0,0,0,0,0
7252,1,1,1,1,1,1,0,0,0,0,0,0
7253,1,1,1,1,1,1,1,0,0,0,0,0
7254,1,1,1,1,1,1,0,0,0,0,0,0
7255,1,1,1,1,1,1,1,0,0,0,0,0
7256,1,1,1,1,1,1,0,0,0,0,0,0
7257,1,1,1,1,1,1,0,0,0,0,0,0
7258,1,1,1,1,1,1,0,0,0,0,0,0
7259,1,1,1,1,1,1,1,0,0,0,0,0
7260,1,1,1,1,1,1,0,0,0,0,0,0
7261,1,1,1,1,1,1,0,0,0,0,0,0
7262,1,1,1,1,1,1,1,0,0,0,0,0
7263,1,1,1,1,1,1,1,1,0,0,0,0
7264,1,1,1,1,1,1,1,1,1,0,0,0
7265,1,1,1,1,1,1,0,1,1,0,0,0
7266,1,1,1,1,1,1,1,1,1,0,0,0
7267,1,1,1,1,1,1,0,0,0,0,0,0
7268,0,1,1,1,1,1,1,0,1,1,0,0
7269,1,1,1,1,1,1,0,1,0,0,0,0
7270,1,1,1,1,1,1,0,0,1,0,0,0
7271,1,1,1,1,1,1,1,1,0,0,0,0
7272,0,1,1,0,1,1,1,1,1,0,0,0
7273,1,1,1,1,1,1,0,0,0,1,0,0
7274,1,1,1,1,1,1,0,0,0,0,0,0
7275,1,1,1,1,1,1,0,0,0,0,0,0
7276,1,1,1,1,1,1,0,0,0,0,0,0
7277,1,1,1,1,1,1,1,0,0,0,0,0
7278,1,1,1,1,1,1,0,1,0,0,0,0
7279,1,1,1,1,1,1,1,1,1,0,0,0
7280,1,1,1,1,1,1,0,0,0,0,0,0
7281,1,1,1,1,1,1,1,0,0,0,0,0
7282,1,1,1,1,1,1,0,0,0,1,0,0
7283,1,1,1,1,1,1,0,0,0,0,0,0
7284,1,1,1,1,1,1,1,0,0,0,0,0
7285,1,1,1,1,1,1,0,1,0,0,0,0
7286,1,1,1,1,1,1,0,0,1,0,0,0
7287,1,1,1,1,1,1,1,0,0,0,0,0
7288,1,1,1,1,1,1,1,1,0,0,0,0
7289,0,0,1,0,1,1,1,1,1,1,0,0
7290,0,0,0,1,1,1,0,1,1,0,0,0
7291,1,1,0,1,1,1,0,0,0,0,0,0
7292,1,1,1,1,1,1,0,0,0,0,0,0
7293,1,1,1,1,1,1,0,0,0,0,0,0
7294,1,1,1,1,1,1,1,0,0,0,0,0
7295,1,1,1,1,1,1,0,1,0,0,0,0
7296,1,1,1,1,1,1,1,0,1,0,0,0
7297,1,1,1,1,1,1,0,0,0,0,0,0
7298,1,1,1,1,1,1,0,0,0,0,0,0
7299,1,1,1,1,1,1,0,0,0,0,0,0
7300,1,1,1,1,1,1,1,0,0,0,0,0
7301,1,1,1,1,1,1,0,0,0,0,0,0
7302,1,1,1,1,1,1,0,0,0,0,0,0
7303,1,1,1,1,1,1,0,0,0,0,0,0
7304,1,1,1,1,1,1,0,0,0,0,0,0
7305,1,1,1,1,1,1,1,0,0,0,0,0
7306,1,1,1,1,1,1,1,1,0,0,0,0
7307,1,1,1,1,1,1,0,0,0,0,0,0
7308,1,1,1,1,1,1,1,1,1,0,0,0
7309,1,1,1,1,1,1,0,1,0,0,0,0
7310,0,1,1,1,1,1,1,0,1,1,0,0
7311,1,0,1,1,1,1,0,1,0,0,0,0
7312,1,1,1,1,1,1,0,0,0,0,0,0
7313,1,1,1,1,1,1,0,0,0,0,0,0
7314,1,1,1,1,1,1,1,0,0,0,0,0
7315,1,1,1,1,1,1,0,0,0,0,0,0
7316,1,1,1,1,1,1,0,0,0,0,0,0
7317,1,1,1,1,1,1,0,0,0,0,0,0
7318,1,1,1,1,1,1,0,0,0,0,0,0
7319,1,1,1,1,1,1,1,0,0,0,0,0
7320,1,1,1,1,1,1,1,1,0,0,0,0
7321,1,1,1,1,1,1,0,0,1,0,0,0
7322,1,1,1,1,1,1,0,0,0,0,0,0
7323,1,1,1,1,1,1,0,0,0,0,0,0
7324,1,1,1,1,1,1,1,1,1,1,0,0
7325,1,1,1,1,1,1,0,1,1,0,0,0
7326,0,1,0,1,1,1,1,1,1,0,0,0
7327,1,0,1,1,1,1,0,1,0,0,0,0
7328,0,1,0,0,1,1,1,0,1,1,0,0
7329,1,1,1,1,1,1,0,0,0,1,0,0
7330,1,1,1,1,1,1,0,0,0,0,0,0
7331,1,1,1,1,1,1,0,0,0,0,0,0
7332,1,1,1,1,1,1,1,1,0,0,0,0
7333,1,1,1,1,1,1,0,0,0,0,0,0
7334,1,1,1,1,1,1,1,0,0,0,0,0
7335,0,0,1,0,1,1,1,1,1,1,0,1
7336,0,0,0,0,0,0,1,1,1,1,1,1
7337,0,0,0,0,0,0,1,1,1,1,1,1
7338,0,0,0,0,0,0,0,0,1,1,1,0
7339,0,0,0,0,0,0,1,0,1,1,1,1
7340,0,0,0,0,0,0,1,1,0,1,1,1
7341,0,0,0,0,0,0,1,1,1,1,1,1
7342,0,0,0,0,0,0,0,0,0,1,1,1
7343,1,1,0,1,0,0,0,0,0,0,1,1
7344,0,1,1,0,0,0,1,1,0,1,1,1
7345,0,0,1,0,0,0,1,1,1,1,1,1
7346,0,0,0,0,0,0,1,1,1,1,1,1
7347,0,0,0,0,0,0,0,0,1,0,1,1
7348,1,0,0,1,0,0,0,0,0,1,1,1
7349,1,1,1,1,1,1,0,0,0,1,0,0
7350,1,1,1,1,1,1,0,0,0,0,0,1
7351,1,1,1,1,1,1,0,0,0,0,0,0
7352,1,1,1,1,1,1,1,1,1,0,1,0
7353,1,1,1,1,1,1,0,0,0,0,0,0
7354,1,1,1,1,1,1,1,0,1,0,0,0
7355,1,1,1,1,1,1,0,1,0,0,0,1
7356,0,0,0,1,1,1,1,1,1,1,0,0
7357,0,0,0,0,0,0,1,1,1,1,1,0
7358,0,0,0,0,0,0,0,1,1,1,1,0
7359,1,0,0,1,0,0,0,0,0,1,1,0
7360,1,1,0,0,1,0,1,0,0,1,1,0
7361,1,1,1,1,1,1,0,0,0,0,0,0
7362,1,1,1,1,1,1,0,0,0,0,1,0
7363,1,1,1,1,1,1,0,0,0,0,0,0
7364,1,1,1,1,1,1,0,0,0,0,0,0
7365,1,1,1,1,1,1,0,0,0,0,0,0
7366,1,1,1,1,1,1,0,0,0,0,0,0
7367,1,1,1,1,1,1,1,1,0,0,0,0
7368,1,1,1,1,1,1,0,1,1,0,0,0
7369,0,1,1,1,1,1,1,1,1,0,0,0
7370,0,0,0,0,0,1,1,1,1,1,0,0
7371,0,0,0,0,0,0,0,1,1,1,0,0
7372,0,0,0,0,0,0,1,1,1,1,1,0
7373,0,0,0,0,0,0,1,1,1,1,1,1
7374,0,0,0,0,0,0,0,1,1,1,1,1
7375,0,0,0,0,0,0,0,0,0,1,1,1
7376,1,0,0,0,0,0,0,0,0,1,1,1
7377,0,0,0,0,0,0,1,1,1,1,1,1
7378,0,0,0,0,0,0,0,1,1,1,1,1
7379,0,0,0,0,0,0,1,1,1,1,1,1
7380,0,0,0,0,0,0,1,1,1,1,1,1
7381,0,0,0,0,0,0,0,0,1,1,1,1
7382,0,0,0,0,0,0,1,0,0,1,0,1
